1,TimeVector   ,0
2,Year,0
3,JD,0
4,HHMM,0
5,UpPar_AbvCnpy_12m_5min,5
6,DownPar_AbvCnpy_12m_5min,5
7,AirTemp_AbvCnpy_12m,30
8,RelHum_AbvCnpy_12m,30
9,WindSpd,30
10,WindDir,30
11,UpPar_AbvCnpy_12m,30
12,DownPar_AbvCnpy_12m,30
13,NetRad_AbvCnpy_12m,30
14,SoilHeatFlux_1,30
15,SoilHeatFlux_2,30
16,DownPAR_Cnpy_6m,30
17,BatteryVoltage,1440
18,ProgramSig,1440
19,SoilTemp_A_100cm,30
20,SoilTemp_A_50cm,30
21,SoilTemp_A_20cm,30
22,SoilTemp_A_10cm,30
23,SoilTemp_A_5cm,30
24,SoilTemp_A_2cm,30
25,SoilTemp_B_100cm,30
26,SoilTemp_B_50cm,30
27,SoilTemp_B_20cm,30
28,SoilTemp_B_10cm,30
29,SoilTemp_B_5cm,30
30,SoilTemp_B_2cm,30
31,SM_A_100cm,30
32,SM_A_100cm,30
33,SM_A_50cm,30
34,SM_A_20cm,30
35,SM_A_10cm,30
36,SM_A_5cm,30
37,SM_B_100cm,30
38,SM_B_50cm,30
39,SM_B_20cm,30
40,SM_B_10cm,30
41,SM_B_5cm,30
